Distribuidora||Regex|Date
Light|1504|Esse calor sem luz alô que vacilo de vocês e só minha rua as outras estão|2021-01-29 00:00:10
Light|1505|Eles responde sempre cá kkkkk|2021-01-28 23:36:36
Light|1506|eu n tô acreditando q os mlc te responderam kkkk|2021-01-28 23:35:38
Light|1507|An, pprt|2021-01-28 23:34:02
Light|1508|Essa não tem jeito Pior atendimento Mais uma vez a rua sem luz e não dão jeito. Desde cedo as casas com crianças pequenas e idosos sem luz e não tomam uma providência! péssimo atendimento! como faz para resolver?|2021-01-28 23:33:14
Light|1509|nem fudendo kkkk|2021-01-28 23:32:49
Light|1510|Na hora da porra do jogo, mó calorzao, a luz cai, vai se fuder|2021-01-28 23:20:10
Light|1511|Tudo em dia|2021-01-28 22:27:35
Light|1512|HOSPITAL EFDERAL|2021-01-28 22:09:23
Light|1513|O hospital é da esfera FEDERAL&gt;|2021-01-28 22:08:08
Light|1514|Tem relógio mesmo lá em casa né kkkkkk|2021-01-28 22:07:12
Light|1515|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 21:51:34
Light|1516|CORTARAM DE NOVO ????? 😡😡😡😡😡😡😡😤😤😤😤😤 e agora já tem 3 dias, minha avó só me disse hoje.|2021-01-28 21:44:41
Light|1517|😂😂😂😂😂😂😂😂😂😂|2021-01-28 21:39:01
Light|1518|Já entendi que suas equipes estão atuando, mas estou sem luz desde às 23:30hs de ontem! Quando terei o restabelecimento?|2021-01-28 21:37:17
Light|1519|23833691|2021-01-28 21:34:38
Light|1520|nao está não! Com esse calor faltando luz tda hora vc acha q está?????|2021-01-28 21:29:01
Light|1521|Vou comunicar todo dia e toda hra? Estão brincando né? Só pode! Em pleno 2021 não conhece monitorar isso???? Que INCOMPETÊNCIA!!|2021-01-28 21:27:19
Light|1522|Faltou luz 3vzs seguidas e a luz voltou mto fraca! Nem da p sentir o vento do ventilador! E noite, TODO DIA! A quem a gente pede ajuda? Pq a vcs, está difícil!|2021-01-28 21:25:41
Light|1523|"estão de brincadeira? Faltou luz 3vz seguidas, todo dia agora é isso! E a noite tbm, mesmo bate horário, mesmo bate local! E isso pq vcs vivem aqui ""fazendo reparo "" trocando transformador!"|2021-01-28 21:24:33
Light|1524|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 21:22:32
Light|1525|trabalhar pra pagar conta de luz, pq olha calor tá de lascar pqp me patrocina patrocina eu aí|2021-01-28 21:20:59
Light|1526|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 21:18:19
Light|1527|413359974|2021-01-28 21:10:38
Light|1528|Inacreditável!!|2021-01-28 21:10:37
Light|1529|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 21:04:43
Light|1530|TÁ SEM LUZ DÊS DAS 5 DA MANHÃ!!|2021-01-28 21:03:08
Light|1531|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 20:56:25
Light|1532|kkkkkkkkkkkkkkkkkkk ta bom mano|2021-01-28 20:52:31
Light|1533|Estou a 2 dias aguardando e nenhuma posição liguei pra ouvidoria e fiz a reclamação sobre esse descaso de nenhuma unidade enviada até o momento.|2021-01-28 20:49:18
Light|1534|Ainda estou sem energia. Qual o prazo de solução?|2021-01-28 20:39:18
Light|1535|Tô perdendo o jogo do Liverpool, graças a esses fpd da|2021-01-28 20:32:27
Light|1536|Já enviei. Vocês poderiam me estabelecer algum prazo da vinda da equipe? Pq nem a OUVIDORIA de vocês foi capaz de me dar qualquer tipo de prazo, mesmo que fosse pra me dá uma esperança de que minha luz voltará. São 3 dias no calor, incomodando vizinhos. O cúmulo DO ABSURDO!|2021-01-28 20:32:15
Light|1537|o trabalho que isso vai me dar eu ficaria mil vezes mais feliz só de não precisar fazer isso. os cara é incompetente de todas as formas possíveis|2021-01-28 20:30:26
Light|1538|Alega pro juiz que fizeram você se expor em plena pandemia por um serviço não eficiente, além de gastar dinheiro com laudo de um especialista e transporte. Pronto, valor do Pc + uma remuneração.|2021-01-28 20:27:17
Light|1539|ja aconteceu antes comigo e levou muito tempo pra resolver|2021-01-28 20:24:54
Light|1540|eu to ligado nisso, mas pra isso eu vou precisar de um laudo de algum tecnico e depois ter que apresentar os documentos e o item pra light. o trabalho que isso vai me dar é um trabalho que prefiro nao ter, tlg?|2021-01-28 20:24:24
Light|1541|Se queimar as peças, pega o comprovante de pagamento da luz e do PC, leva no procon que eles são obrigados a ressarcir o valor.|2021-01-28 20:22:58
Light|1542|Já mandei o meu código de instalação por DM pra vocês, pedindo a luz.|2021-01-28 20:20:16
Light|1543|Olá! Você poderia por gentileza enviar uma DM para gente entender melhor a sua situação?|2021-01-28 20:19:17
Light|1544|Um dos piores serviços que eu já vi na vida única instituição que cancela o serviço do cliente que paga em dia e não tem nada atrasado. Estão de PARABÉNS, pela merda que é, estão dando AULA|2021-01-28 20:17:36
Light|1545|bem? tu acha que tem como ficar bem com a luz caindo o tempo todo a noite e desligando meu pc o tempo todo? se queimar alguma peça eu to fudido porque depender de vocês é a pior coisa da vida eu to com luz agora, porém fica dando queda quase todos os dias essa merda|2021-01-28 20:16:35
Light|1546|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 20:12:22
Light|1547|Concordo. solteira?|2021-01-28 20:07:19
Light|1548|Vocês são nojentos estou a 3 dias abrindo solicitação de emergência pq estou sem luz, mesmo c TODAS as contas em dia e vocês fazem o que? NADA! Até pra ouvidoria já liguei e nenhuma posição me pode ser dada porque os setores não se comunicam. Que merda de serviço!|2021-01-28 20:05:49
Light|1549|estou com problemas psra acessar o site do Call center diz que nada pode fazer. Protocolo 2162760022|2021-01-28 19:54:00
Light|1550|Kkkkkkkkll|2021-01-28 19:47:15
Light|1551|a luz cai direto tanto que ano passado queimou um hd meu a porra da agua ta vindo com gosto e cheiro ruim de novo VAI TOMAR NO CU e|2021-01-28 19:37:40
Light|1552|Preciso fazer uma troca de titularidade.|2021-01-28 19:30:14
Light|1553|2° Dia Sem Energia e A Como Sempre Não Faz Nada.|2021-01-28 19:28:26
Light|1554|Não, 24 horas para resolver um problema de fase é um ABSURDO!|2021-01-28 19:22:33
Light|1555|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 19:20:28
Light|1556|Oi (INCOMPETENTES)! Se as 16:10h já está assim, imagine quando o pessoal chegar do trabalho e ligar o ar-condicionado. Já pensaram? Claro que não, todos sabem que vcs estão CAGANDO para os clientes. Só vim deixar registrado publicamente para futuro processo.|2021-01-28 19:15:25
Light|1557|ja respondi estou no aguardo|2021-01-28 19:06:59
Light|1558|Como conseguir fazer uma atendimento virtual, tendo em vista que estamos em uma pandemia?|2021-01-28 18:59:52
Light|1559|Que isso 800 conto esse mês ? Só pq fiquei com o ar ligado 1 mês direto... Alguma coisa de certo está errado|2021-01-28 18:59:30
Light|1560|"Oii, ainda está com problemas? Se sim, entre em contato com a gente no chat do Facebook, ou se preferir, chame a gente no Whats em um desses números, (11) 3003-6300 ou (11) 99575-2096, digite a palavra ""atendimento"" e um dos nossos atendentes irá te ajudar, ok?! ☺"|2021-01-28 18:56:00
Light|1561|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 18:48:14
Light|1562|Somente celular (21) 964241435. giovani.m2 / 09141147782 / Giovani Moreira Martins|2021-01-28 18:41:32
Light|1563|A é uó! Não consigo contato pra fazer um simples procedimento.|2021-01-28 18:37:36
Light|1564|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 18:35:54
Light|1565|nem assim|2021-01-28 18:35:13
Light|1566|olá, boa tarde. Aluguei uma casa, porém sem contrato. Procedimento para uma instalação nova.|2021-01-28 18:34:27
Light|1567||2021-01-28 18:33:08
Light|1568|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 18:31:36
Light|1569|bota o cu na janela p pegar um ventinho|2021-01-28 18:31:11
Light|1570|NÃO É POSSÍVEL !!!! FALTAR LUZ NUM CALOR DESSES É DE CAIR O CU DA BUNDA|2021-01-28 18:29:59
Light|1571|Externo, no padrão light!|2021-01-28 18:29:27
Light|1572|Ficar sem luz nesse calor ninguém merece! Alô vamos querer reestabelecer a energia!!|2021-01-28 18:19:51
Light|1573|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 18:16:42
Light|1574|Até q enfim quase 5 anos morando na msm casa e pela primeira vez a conta chegou antes do vencimento, obrigado msm viu?|2021-01-28 18:10:55
Light|1575|"Não tinha gerador porque o dinheiro para compra dele foi roubado pelas empresas que ""CUIDAM"" da saúde no Rio."|2021-01-28 18:04:57
Light|1576|Muita irresponsabilidade não ter contratado um gerador nem que fosse só pra esta câmara fria, um material tão precioso não poderia ser tradado de qualquer jeito.Neste momento penso: sabotagens existem.|2021-01-28 18:01:57
Light|1577|praticamente todos os dias a Rua Fênix CEP 23028570 sem luz. Ontem foi o auge. Temos crianças, bebês, comida na geladeira... Vcs sabem que tem que trocar o trabsformador. Até quando isso? Falta de respeito|2021-01-28 17:57:59
Light|1578|Boa tarde, fiz uma comunicação de falta de luz às 09:20 protocolo 149377 102 e até o momento não obtive retorno e nem a previsão de retorno. Um descaso num calor desse quase 15h da tarde sem luz e descongelando tudo no freezer|2021-01-28 17:54:10
Light|1579|onde ñ havia gerador foi exatamente lá q colocaram algo tão frágil|2021-01-28 17:50:03
Light|1580|ADIVINHA? SEM LUZ DE NOVO! SEGUNDO DIA SEGUIDO! NÃO CONSIGO TRABALHAR E MINHA FILHA ESTÁ PASSANDO MAL DE CALOR. E CONTA CONTINUA VINDO ALTA!!!|2021-01-28 17:42:35
Light|1581|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 17:32:24
Light|1582|Ainda estamos sem luz! Quando isso será resolvido?|2021-01-28 17:31:51
Light|1583|to há 4 dias tentando mudar a titularidade, já enviei tudo que me pedem mas a burocracia continua. O que vocês querem? Tenho que implorar pra vocês aceitarem meu dinheiro????|2021-01-28 17:31:44
Light|1584|A informou que não teve queda de energia na unidade de saúde. O diretor do HFB, Edson Joaquim de Santana,…|2021-01-28 17:19:32
Light|1585|A informou que não teve queda de energia na unidade de saúde. O diretor do HFB, Edson Joaquim de Santana, no cargo desde setembro de 2020, foi exonerado pelo ministro Eduardo Pazuello ontem mesmo, 27/01. Não se sabe ainda oq vai fazer com as vacinas!|2021-01-28 17:15:11
Light|1586|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 17:12:17
Light|1587|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 17:11:56
Light|1588|Mandei pela DM|2021-01-28 17:09:41
Light|1589|A é um lixo! A concessionária de energia elétrica do RJ ñ respeita seus consumidores. Em 9 dias, fiquei duas noite sem energia, c/ total de 24 h sem energia elétrica. E parece q com a anuência da pois ligamos para eles e nada é feito. EMPRESA LIXO!|2021-01-28 17:03:22
Light|1590|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 17:01:07
Light|1591|É um absurdo o descaso da Light para com o seus clientes. Desde as 23h de ontem, eu e alguns moradores da minha rua estamos sem energia elétrica. Já liguei várias vezes e já são 13:55 e nem sinal da equipe.|2021-01-28 16:56:50
Light|1592|o valor que vcs cobram na luz com o salario mínimo a 1,100 reais e absurdo. Tem que ter o 🐱 não adianta que n tem como. Fe|2021-01-28 16:52:43
Light|1593|o posto em frente a minha casa está em curto circuito, um fio arrebentou de madrugada e agora está pegando fogo. Mandei SMS, liguei no 0800 e ninguém aparece, estamos quase ligando para os Bombeiros 😭😭😭😭|2021-01-28 16:50:13
Light|1594|por favor ja enviei o dado estou no aguardo|2021-01-28 16:49:52
Light|1595|meu código cliente é 70025138, cod instalação 412930412. Como o imóvel está vazio e como o nome de quem estava foi baixado no sistema, é obrigatório o pagto, pois não está tendo consumo??|2021-01-28 16:42:56
Light|1596|meu imóvel está vazio e quem morava baixou o nome na Light. Como fazer para cancelar o contrato e não vir mais cobrança pois no aplicativo me pede o Cpf e no cadastro de vcs não existe cpf nenhum . Cod cliente: 70025138.|2021-01-28 16:39:06
Light|1597|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 16:15:54
Light|1598|meu nome é Terezinha de Jesus Montes vieira cpf 772138747-72 , cod cliente 70025138 inst: 412930412 e não consigo cancelar o contrato pelo App pois na conta consta unid com consumo/reg seu cadastro, ou seja, sem cpf. Peço ajuda pf.|2021-01-28 16:15:50
Light|1599|Kkkkk acho q deu certo, a luz voltou|2021-01-28 16:15:46
Light|1600|Rua Mucatu lt. 21 qd 30-pqe. Maringá. Cliente 04141 790.|2021-01-28 16:08:29
Light|1601|O imóvel está no nome de Terezinha de Jesus Montes vieira, cpf 772138747-72, e quem estava no imóvel baixou nome na Light e na conta o nome do cliente está Unidade c consumo/regularize seu cadastro. Por isso não consigo cancelar pro aplicativo. Código cliente 70025138|2021-01-28 16:05:01
Light|1602|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 15:55:10
Light|1603|Ta levando na sacanagem né menor|2021-01-28 15:53:27
Light|1604|Chutou o balde né primo kkkkkk|2021-01-28 15:47:52
Light|1605|deu ruim no transformador em Bento Ribeiro. Estamos sem luz.|2021-01-28 15:42:27
Light|1606|Isso é muito grave. E aí? como fica os cuidados com as vacinas??? E neste calor do RJ. As quedas e falhas de abastecimento das regiões da e são constantes.|2021-01-28 15:41:43
Light|1607|Eu utilizei o whatsapp, o msm, o aplicativo light e o 0800. Vcs precisam solucionar o problema definitivamente.|2021-01-28 15:40:12
Light|1608|Tbm não sei te dizer o que é pior 😭|2021-01-28 15:40:03
Light|1609|amiga aqui os valores triplicaram tb|2021-01-28 15:38:26
Light|1610|amiga alguém me explica o que tá acontecendo, eu não tenho suporte pra aguentar as porradas da|2021-01-28 15:34:47
Light|1611|A só pode tá de sacanagem , um calor dos infernos e sem luz com criança em casa ...|2021-01-28 15:31:08
Light|1612|Já fiz tudo isso estou há dois dias sem energia!tenho mais de 30 protocolos e nada então não tem mais papo!|2021-01-28 15:11:56
Light|1613|Vou ser obrigado a mandar os amigos jogar kkkkkkkkk|2021-01-28 15:10:37
Light|1614|Ta tudo bem não parceiro, criança pequena em casa e vcs nessa putaria. Mais na hora de cobrar, a conta chega todo mês certinha né|2021-01-28 15:10:15
Light|1615|Sim|2021-01-28 15:06:28
Light|1616|nunca vi isso, isso é um roubo|2021-01-28 15:05:33
Light|1617|isso aqui é um roubo sem arma, vamos querer abaixar essa conta aí filho, vcs tão é de brincadeira.|2021-01-28 15:05:09
Light|1618|O da minha irmã veio 500 e ela nem fica em casa kkkk|2021-01-28 15:03:59
Light|1619|inclusive vou ter q adc a , q história é essa da minha conta vim dois meses seguido em 1mil reais, tá achando o que... Vamos rever essa conta|2021-01-28 15:03:22
Light|1620|🐈|2021-01-28 14:58:25
Light|1621|💉A distribuidora na capital, informou em nota que não houve interrupção de fornecimento ao HFB no domingo, 24…|2021-01-28 14:56:41
Light|1622|meu vizinho usou um gato no poste dele e estourou o transformador agora a rua toda tá sem luz ajuda aí preciso trabalhar|2021-01-28 14:53:33
