Date|Distribuidora||Original|Regex|Processado|No Stopwords
2021-01-30|Light|1594|@lightclientes Qual a dificuldade de entender? Minha tensão nominal era de apenas 100V. Agora já é de menos, meu ar-condicionado está desligando toda hora pela energia estar fraca.|Qual a dificuldade de entender? Minha tensão nominal era de apenas 100V. Agora já é de menos, meu ar-condicionado está desligando toda hora pela energia estar fraca.|dificuldade entender tensão nominal apenas agora menos ar-condicionado desligando hora energia estar fraca|dificuldade entender tensão nominal apenas agora menos ar-condicionado desligando hora energia estar fraca
2021-01-30|Light|1595|@lightclientes Não, não está nada bem. Quando a concessão de vocês termina? Não aguento mais esse LIXO  de serviço!|Não, não está nada bem. Quando a concessão de vocês termina? Não aguento mais esse LIXO de serviço!|nada bem concessão termina aguento lixo serviço|nada bem concessão termina aguento lixo serviço
2021-01-30|Light|1596|calorzinho bom para ficar SEM ENERGIA ELÉTRICA NÉ @lightclientes|calorzinho bom para ficar SEM ENERGIA ELÉTRICA NÉ|calorzinho bom ficar energia elétrica|calorzinho bom ficar energia elétrica
2021-01-30|Light|1597|O trsnformador do poste pifa e a @lightclientes caga pro povo que paga por esse serviço horrível|O trsnformador do poste pifa e a caga pro povo que paga por esse serviço horrível|trsnformador caga paga serviço horrível|trsnformador caga paga serviço horrível
2021-01-30|Light|1598|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|subestação pegando fogo morro luz …|subestação pegando fogo morro luz …
2021-01-30|Light|1599|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|subestação pegando fogo morro luz …|subestação pegando fogo morro luz …
2021-01-30|Light|1600|Olha aqui tal de @lightclientes nada de mandar conta cara|Olha aqui tal de nada de mandar conta cara|olha aqui mandar conta cara|olha aqui mandar conta cara
2021-01-30|Light|1601|@lightclientes Então pelo que entendi, a partir do momento que recebo o aviso de corte, tem 15 dias para pagar a conta referente ao aviso. Seria isso?|Então pelo que entendi, a partir do momento que recebo o aviso de corte, tem 15 dias para pagar a conta referente ao aviso. Seria isso?|então entendi partir momento recebo aviso corte pagar conta referente aviso|então entendi partir momento recebo aviso corte pagar conta referente aviso
2021-01-30|Light|1602|@cassio_pessanha @lightclientes alok fica só na inveja|alok fica só na inveja|fica inveja|fica inveja
2021-01-30|Light|1604|@lightclientes O que é DM ?|O que é DM ?|dm|dm
2021-01-30|Light|1605|@Lalasanha_ @lightclientes Alok que lute...|Alok que lute...|lute|lute
2021-01-30|Light|1606|@lightclientes mulher um calor desse e a senhora resolve deixar a gente sem luz|mulher um calor desse e a senhora resolve deixar a gente sem luz|mulher calor senhora resolve deixar gente luz|mulher calor senhora resolve deixar gente luz
2021-01-30|Light|1607|"@lightclientes não da pra ficar sem luz com esse calor!!! 
Estrada das furnas,2988 SEM LUZ!!!"|não da pra ficar sem luz com esse calor!!! Estrada das furnas,2988 SEM LUZ!!!|ficar luz calor estrada luz|ficar luz calor estrada luz
2021-01-30|Light|1608|"@lightclientes ESTAMOS SEM LUZ
ESTRADA DAS FURNAS,2988"|ESTAMOS SEM LUZ ESTRADA DAS FURNAS,2988|luz estrada|luz estrada
2021-01-30|Light|1609|serviço de qualidade da @lightclientes garantindo iluminação de boate aqui em casa https://t.co/qmbzo82wnS|serviço de qualidade da garantindo iluminação de boate aqui em casa|serviço qualidade garantindo iluminação boate aqui casa|serviço qualidade garantindo iluminação boate aqui casa
2021-01-30|Light|1610|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|subestação pegando fogo morro luz …|subestação pegando fogo morro luz …
2021-01-30|Light|1611|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|subestação pegando fogo morro luz …|subestação pegando fogo morro luz …
2021-01-30|Light|1612|@juliapitaluga @lightclientes Os bombeiros são demais!|Os bombeiros são demais!|demais|demais
2021-01-30|Light|1613|@lightclientes @CamaraVoz Consumo da minha casa não aumenta o consumo no Poste da minha rua!   Vão ter que me devolver essa cobrança indevida.|Consumo da minha casa não aumenta o consumo no Poste da minha rua! Vão ter que me devolver essa cobrança indevida.|casa aumenta consumo rua ter devolver cobrança indevida|casa aumenta consumo rua ter devolver cobrança indevida
2021-01-30|Light|1614|@lightclientes Claramente não|Claramente não|claramente|claramente
2021-01-30|Light|1615|RT @ajgmarques: @lightclientes @Prefeitura_Rio Antonio Jose Gomes Marques|Antonio Jose Gomes Marques||
2021-01-30|Light|1616|@lightclientes @Prefeitura_Rio Antonio Jose Gomes Marques|Antonio Jose Gomes Marques||
2021-01-30|Light|1617|@lightclientes @Prefeitura_Rio 21 989244806 CPF 37304275804 Agradeço o valor da conta extrapolou tudo e ficou fora do orçamento|21 989244806 CPF 37304275804 Agradeço o valor da conta extrapolou tudo e ficou fora do orçamento|agradeço valor extrapolou ficou orçamento|agradeço valor extrapolou ficou orçamento
2021-01-30|Light|1618|@lightclientes Mandei uma DM|Mandei uma DM|mandei dm|mandei dm
2021-01-30|Light|1619|"RT @MarcelinoCorr12: @CamaraVoz @lightclientes Taxa de Iluminação pública, você está sendo roubado.
Quando o consumo da sua casa aumenta, a…"|Taxa de Iluminação pública, você está sendo roubado. Quando o consumo da sua casa aumenta, a…|taxa iluminação pública roubado consumo casa aumenta …|taxa iluminação pública roubado consumo casa aumenta …
2021-01-30|Light|1620|"@CamaraVoz @lightclientes Taxa de Iluminação pública, você está sendo roubado.
Quando o consumo da sua casa aumenta, aumenta o consumo no Poste da sua Rua??? Claro que não!"|Taxa de Iluminação pública, você está sendo roubado. Quando o consumo da sua casa aumenta, aumenta o consumo no Poste da sua Rua??? Claro que não!|taxa iluminação pública roubado consumo casa aumenta aumenta consumo rua claro|taxa iluminação pública roubado consumo casa aumenta aumenta consumo rua claro
2021-01-30|Light|1621|@lightclientes reestabelecer a luz no Recreio dos Bandeirantes, por favor!|reestabelecer a luz no Recreio dos Bandeirantes, por favor!|reestabelecer luz recreio bandeirantes favor|reestabelecer luz recreio bandeirantes favor
2021-01-30|Light|1622|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|subestação pegando fogo morro luz …|subestação pegando fogo morro luz …
2021-01-30|Light|1623|@lightclientes Recreio próximo a praia sem luz 😤 pelo amor de Deus|Recreio próximo a praia sem luz 😤 pelo amor de Deus|recreio próximo|recreio próximo
2021-01-30|Light|1624|precisando de ajuda da @lightclientes pra resolver uma questão|precisando de ajuda da pra resolver uma questão|precisando ajuda resolver questão|precisando ajuda resolver questão
2021-01-30|Light|1625|"Atendendo as nossas demandas a equipe da Light esteve durante a madrugada fazendo alguns reparos em algumas ruas da nossa comunidade como essa na Rua Antônio Rainha e outras ruas . 

Obrigado a equipe presente,  e a ouvidoria da @lightclientes no auxílio aos nossos moradores !! https://t.co/fEhS6oBlYL"|Atendendo as nossas demandas a equipe da Light esteve durante a madrugada fazendo alguns reparos em algumas ruas da nossa comunidade como essa na Rua Antônio Rainha e outras ruas . Obrigado a equipe presente, e a ouvidoria da no auxílio aos nossos moradores !!|atendendo demandas equipe madrugada fazendo reparos ruas comunidade ruas obrigado equipe presente ouvidoria auxílio|atendendo demandas equipe madrugada fazendo reparos ruas comunidade ruas obrigado equipe presente ouvidoria auxílio
2021-01-30|Light|1626|@jorgejjm @lightclientes Gastando ou ñ, somos abrigados a pagar pelo serviço, que é sim de péssima qualidade. Ñ me refiro as pessoas que trabalhão em seus turnos, me refiro aos equipamentos. Estamos em 2021 e ainda existe fios aéreos, postes quebrados, rachados e tombados. Choveu com vento, falta luz.|Gastando ou ñ, somos abrigados a pagar pelo serviço, que é sim de péssima qualidade. Ñ me refiro as pessoas que trabalhão em seus turnos, me refiro aos equipamentos. Estamos em 2021 e ainda existe fios aéreos, postes quebrados, rachados e tombados. Choveu com vento, falta luz.|gastando abrigados pagar serviço sim péssima qualidade refiro pessoas trabalhão refiro ainda existe fios aéreos postes quebrados rachados tombados choveu vento falta|gastando abrigados pagar serviço sim péssima qualidade refiro pessoas trabalhão refiro ainda existe fios aéreos postes quebrados rachados tombados choveu vento falta
2021-01-30|Light|1627|"@lightclientes Ou seja, terei mais uma noite emocionante!
Aí vou fzer contato e aguardarei até amanhecer o dia, sem dormir.
Muitíssimo obrigado...mas por favor, se vcs encontrarem tempo, enviem um engenheiro."|Ou seja, terei mais uma noite emocionante! Aí vou fzer contato e aguardarei até amanhecer o dia, sem dormir. Muitíssimo obrigado...mas por favor, se vcs encontrarem tempo, enviem um engenheiro.|noite emocionante aí fzer contato aguardarei amanhecer dia dormir obrigado favor encontrarem tempo enviem engenheiro|noite emocionante aí fzer contato aguardarei amanhecer dia dormir obrigado favor encontrarem tempo enviem engenheiro
2021-01-30|Light|1628|@lightclientes @linegoms Depende. Só vai ficar tudo bem qnd vierem trocar o transformador aqui. Se não vai faltar luz de novo hoje. Vieram religar a luz somente as 07hrs da manhã e estávamos desde 23:30 sem|Depende. Só vai ficar tudo bem qnd vierem trocar o transformador aqui. Se não vai faltar luz de novo hoje. Vieram religar a luz somente as 07hrs da manhã e estávamos desde 23:30 sem|depende ficar bem vierem trocar transformador aqui faltar luz novo hoje vieram religar luz somente 07hrs manhã 23:30|depende ficar bem vierem trocar transformador aqui faltar luz novo hoje vieram religar luz somente 07hrs manhã 23:30
2021-01-30|Light|1629|@linegoms @lightclientes É foda né. É como se eles não soubessem que nessa época tudo sobrecarrega por causa do calor, impressionante|É foda né. É como se eles não soubessem que nessa época tudo sobrecarrega por causa do calor, impressionante|foda soubessem época sobrecarrega causa calor impressionante|foda soubessem época sobrecarrega causa calor impressionante
2021-01-30|Light|1630|calor desse e o campo grandense sem energia eletrica, ai eh foda ne @lightclientes|calor desse e o campo grandense sem energia eletrica, ai eh foda ne|calor campo energia eletrica|calor campo energia eletrica
2021-01-30|Light|1631|@lightclientes Bom dia sou morador de Campo Grande calor infernal sem Luz cadê a qualidade técnica dos profissionais da Light|Bom dia sou morador de Campo Grande calor infernal sem Luz cadê a qualidade técnica dos profissionais da Light|bom dia morador campo grande calor infernal luz cadê qualidade técnica profissionais|bom dia morador campo grande calor infernal luz cadê qualidade técnica profissionais
2021-01-30|Light|1632|Meia noite hoje vou precisar sim e todo dia RT @lightclientes: @jorgejjm Trabalhamos constantemente para minimizar a possibilidade de interrupções. Se precisar novamente, conte com a gente!|Meia noite hoje vou precisar sim e todo dia Trabalhamos constantemente para minimizar a possibilidade de interrupções. Se precisar novamente, conte com a gente!|noite hoje precisar sim dia trabalhamos constantemente minimizar possibilidade interrupções precisar novamente conte gente|noite hoje precisar sim dia trabalhamos constantemente minimizar possibilidade interrupções precisar novamente conte gente
2021-01-30|Light|1633|RT @eurenesilva: #Urgente Subestação da @lightclientes de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|subestação pegando fogo morro luz …|subestação pegando fogo morro luz …
2021-01-30|Light|1634|@lightclientes Lamento, uma noite mal dormida, por falta de energia e competência desta companhia, não estou bem.|Lamento, uma noite mal dormida, por falta de energia e competência desta companhia, não estou bem.|lamento noite mal dormida falta energia competência companhia bem|lamento noite mal dormida falta energia competência companhia bem
2021-01-30|Light|1635|"@lightclientes Não.
Isto ocorre toda noite.
A rua inteira fica sem luz"|Não. Isto ocorre toda noite. A rua inteira fica sem luz|ocorre noite rua inteira fica luz|ocorre noite rua inteira fica luz
2021-01-30|Light|1636|@ludblanck @lightclientes Voltou em menos de uma hora. 😁|Voltou em menos de uma hora. 😁|voltou menos hora 😁|voltou menos hora 😁
2021-01-30|Light|1637|@lightclientes @eurenesilva @kassimentz Bom dia , infelizmente apesar do seu interesse em me ajudar ninguém apareceu aqui até agora. 😔😔|Bom dia , infelizmente apesar do seu interesse em me ajudar ninguém apareceu aqui até agora. 😔😔|bom dia infelizmente apesar interesse ajudar apareceu aqui agora|bom dia infelizmente apesar interesse ajudar apareceu aqui agora
2021-01-30|Light|1638|@lightclientes Agorinha|Agorinha|agorinha|agorinha
2021-01-30|Light|1639|"Por acaso a @lightclientes tem eng. Elétrico? Parece que não. Desde quarta feira estou neste canal inf. Que minha rua está ficando desenergizada toda noite.
P/  Deus, não estamos dormindo desde então.
No. Cliente 22254248.
Instal. 0414179035
Socorro!"|Por acaso a tem eng. Elétrico? Parece que não. Desde quarta feira estou neste canal inf. Que minha rua está ficando desenergizada toda noite. P/ Deus, não estamos dormindo desde então. No. Cliente 22254248. Instal. 0414179035 Socorro!|acaso eng elétrico parece quarta feira canal rua ficando desenergizada noite dormindo então cliente instal 0414179035|acaso eng elétrico parece quarta feira canal rua ficando desenergizada noite dormindo então cliente instal 0414179035
